customer_key,customerName,customerType,nationality
CUST00538,Philippine Lebreton-Arnaud,Travel Agency,France
CUST00539,太田 裕太,Individual,Japan
CUST00540,Quang Hoàng,VIP,Vietnam
CUST00541,Chị Thảo Phạm,Travel Agency,Vietnam
CUST00542,张明,Travel Agency,China
CUST00543,Kim Xuân Dương,Individual,Vietnam
CUST00544,易雷,VIP,China
CUST00545,Michelle Lesage,Corporate,France
CUST00546,Bác Trung Đặng,Travel Agency,Vietnam
CUST00547,Hoàng Bùi,Individual,Vietnam
CUST00548,Vũ Mai Trần,Travel Agency,Vietnam
CUST00549,Dương Nguyễn,Individual,Vietnam
CUST00550,Quý ông Khoa Vũ,Travel Agency,Vietnam
CUST00551,Cô Thành Nguyễn,Travel Agency,Vietnam
CUST00552,Linh Trần,Travel Agency,Vietnam
CUST00553,Thành Hải Bùi,Corporate,Vietnam
CUST00554,Nam Bùi,Individual,Vietnam
CUST00555,Châu Hữu Lê,VIP,Vietnam
CUST00556,Tú Đặng,Travel Agency,Vietnam
CUST00557,Ngọc Lê,VIP,Vietnam
CUST00558,Dũng Bùi,VIP,Vietnam
CUST00559,Hưng Bùi,Travel Agency,Vietnam
CUST00560,Chị Hương Phạm,Travel Agency,Vietnam
CUST00561,Bảo Phạm,Travel Agency,Vietnam
CUST00562,小林 聡太郎,Corporate,Japan
CUST00563,Chị Lâm Trần,VIP,Vietnam
CUST00564,Bà Hương Lê,VIP,Vietnam
CUST00565,Quang Trần,Corporate,Vietnam
CUST00566,Bà Kim Dương,Individual,Vietnam
CUST00567,Vi Dương,Travel Agency,Vietnam
CUST00568,Hương Dương,Individual,Vietnam
CUST00569,Khoa Lê,Travel Agency,Vietnam
CUST00570,Bà Dương Phạm,Individual,Vietnam
CUST00571,Cô An Bùi,VIP,Vietnam
CUST00572,Trọng Bùi,Travel Agency,Vietnam
CUST00573,Huy Bảo Vũ,Travel Agency,Vietnam
CUST00574,김준혁,Individual,Korea
CUST00575,Huy Phú Dương,Corporate,Vietnam
CUST00576,Hà Phú Đặng,Travel Agency,Vietnam
CUST00577,Nhật Tấn Dương,Travel Agency,Vietnam
CUST00578,Lan Lê,VIP,Vietnam
CUST00579,Hoàng Mai Bảo Đặng,Individual,Vietnam
CUST00580,안영진,Corporate,Korea
CUST00581,Anh Trọng Vũ,Travel Agency,Vietnam
CUST00582,Chị Linh Nguyễn,Individual,Vietnam
CUST00583,Chị Hải Vũ,Corporate,Vietnam
CUST00584,Phương Mai,Individual,Vietnam
CUST00585,Chị Mai Phạm,Individual,Vietnam
CUST00586,Christine Rios,Corporate,Australia
CUST00587,Courtney Bell,Corporate,USA
CUST00588,An Hoàng Bùi,VIP,Vietnam
CUST00589,Mrs Natalie Hale,Travel Agency,UK
CUST00590,박은영,Travel Agency,Korea
CUST00591,唐丽丽,Corporate,China
CUST00592,Andrew Rowe,Travel Agency,USA
CUST00593,Bảo Bảo Phạm,Individual,Vietnam
CUST00594,Jim Benson,Travel Agency,Australia
CUST00595,Cô Hải Bùi,Corporate,Vietnam
CUST00596,Hermine Hande B.A.,Individual,Germany
CUST00597,Hạnh Mai,VIP,Vietnam
CUST00598,Khoa Đức Trần,Corporate,Vietnam
CUST00599,Lâm Mai,Travel Agency,Vietnam
CUST00600,Vi Nguyễn,VIP,Vietnam
CUST00601,杨荣,Individual,China
CUST00602,Xuân Bùi,Individual,Vietnam
CUST00603,Anh Quang Mai,Corporate,Vietnam
CUST00604,Hà Phạm,Travel Agency,Vietnam
CUST00605,Ông Phúc Mai,Individual,Vietnam
CUST00606,缪秀云,Corporate,China
CUST00607,Bảo Đặng,VIP,Vietnam
CUST00608,Bà Hạnh Phạm,Individual,Vietnam
CUST00609,Hương Nguyễn,Individual,Vietnam
CUST00610,Xuân Hoàng,Travel Agency,Vietnam
CUST00611,Michael Garcia,VIP,Australia
CUST00612,Bà Hương Dương,Travel Agency,Vietnam
CUST00613,Quang Thị Hoàng,Travel Agency,Vietnam
CUST00614,박혜진,Individual,Korea
CUST00615,松本 舞,Individual,Japan
CUST00616,Anh Vũ Lê,Individual,Vietnam
CUST00617,Thành Hoàng Trần,Corporate,Vietnam
CUST00618,Bà Bảo Phạm,Individual,Vietnam
CUST00619,An Mai Bảo Nguyễn,Individual,Vietnam
CUST00620,Huy Vũ,Individual,Vietnam
CUST00621,Carly Kent,Corporate,USA
CUST00622,Ánh Mai,Corporate,Vietnam
CUST00623,Bảo Trí Bùi,Corporate,Vietnam
CUST00624,Mrs Claire Robinson,Corporate,UK
CUST00625,Phương Hữu Lê,VIP,Vietnam
CUST00626,Martin-Isaac Dupré,Corporate,France
CUST00627,Quý cô Mai Phạm,VIP,Vietnam
CUST00628,Vi Bùi,Individual,Vietnam
CUST00629,Nhiên Phú Phạm,VIP,Vietnam
CUST00630,李淑英,Travel Agency,China
CUST00631,Quý cô Bảo Mai,Corporate,Vietnam
CUST00632,Hạnh Trần,Corporate,Vietnam
CUST00633,Centa Haering,Individual,Germany
CUST00634,Cô Thảo Lê,Corporate,Vietnam
CUST00635,Hans-Ludwig Köhler,Corporate,Germany
CUST00636,Bà Chi Nguyễn,Travel Agency,Vietnam
CUST00637,Rosina Salz,Corporate,Germany
CUST00638,Bác Nhiên Bùi,VIP,Vietnam
CUST00639,Hưng Mai,Corporate,Vietnam
CUST00640,Quý ông Hoàng Vũ,VIP,Vietnam
CUST00641,Amelia Taylor,Travel Agency,UK
CUST00642,Tú Hoàng Hoàng,Travel Agency,Vietnam
CUST00643,Cô An Trần,Corporate,Vietnam
CUST00644,이예지,VIP,Korea
CUST00645,Maurice-Raymond Guibert,Individual,France
CUST00646,Khoa Phạm,Individual,Vietnam
CUST00647,Hải Hoàng Đặng,Individual,Vietnam
CUST00648,Vũ Lê,Individual,Vietnam
CUST00649,Bryan Gordon,VIP,UK
CUST00650,Dipl.-Ing. Henryk Roht,Corporate,Germany
CUST00651,Frederike Dietz-Wirth,VIP,Germany
CUST00652,Thành Mai Bùi,Corporate,Vietnam
CUST00653,Trọng Thị Trần,Corporate,Vietnam
CUST00654,장정순,Travel Agency,Korea
CUST00655,Quý cô Thành Nguyễn,Corporate,Vietnam
CUST00656,Hạnh Lê,Individual,Vietnam
CUST00657,Kim Hoàng Dương,Corporate,Vietnam
CUST00658,Nam Thế Trần,Individual,Vietnam
CUST00659,Francis Dehmel,Individual,Germany
CUST00660,渡辺 晃,Individual,Japan
CUST00661,Ms Diane Randall,Travel Agency,UK
CUST00662,Dương Phạm,Travel Agency,Vietnam
CUST00663,Anh Minh Trần,Corporate,Vietnam
CUST00664,Nhiên Vũ,Individual,Vietnam
CUST00665,Ánh Hoàng,Individual,Vietnam
CUST00666,Hải Quang Nguyễn,Individual,Vietnam
CUST00667,Malcolm Davidson,Travel Agency,UK
CUST00668,Quý cô Chi Phạm,VIP,Vietnam
CUST00669,Cô Hạnh Vũ,Individual,Vietnam
CUST00670,Quý ông Hưng Dương,Corporate,Vietnam
CUST00671,An Hải Vũ,Travel Agency,Vietnam
CUST00672,Quang Nguyễn,VIP,Vietnam
CUST00673,李超,Individual,China
CUST00674,Duyên Trần,Corporate,Vietnam
CUST00675,Khoa Đức Trần,Corporate,Vietnam
CUST00676,佐藤 直樹,Corporate,Japan
CUST00677,Bảo Hải Mai,Corporate,Vietnam
CUST00678,Cô Vi Đặng,VIP,Vietnam
CUST00679,Bà Vi Phạm,Travel Agency,Vietnam
CUST00680,Nhật Phạm,Corporate,Vietnam
CUST00681,Anh Bảo Hoàng,Individual,Vietnam
CUST00682,Chị Thành Lê,Travel Agency,Vietnam
CUST00683,Tùng Trần,Travel Agency,Vietnam
CUST00684,Hà Nguyễn,Travel Agency,Vietnam
CUST00685,Elaine Wolfe,Corporate,USA
CUST00686,Khoa Bảo Bùi,Corporate,Vietnam
CUST00687,Phương Mai,Travel Agency,Vietnam
CUST00688,Cô An Nguyễn,Individual,Vietnam
CUST00689,Leonid Seidel-Schottin,Individual,Germany
CUST00690,Karen Henderson,VIP,Australia
CUST00691,Chị An Bùi,Individual,Vietnam
CUST00692,Bà Hương Bùi,Travel Agency,Vietnam
CUST00693,Bảo Thị Bùi,Travel Agency,Vietnam
CUST00694,Anh Vũ Dương,VIP,Vietnam
CUST00695,Quang Đặng,VIP,Vietnam
CUST00696,Huy Hữu Đặng,Travel Agency,Vietnam
CUST00697,Khoa Bùi,Corporate,Vietnam
CUST00698,Richard Morgan,VIP,USA
CUST00699,Wilfried Fiebig,Travel Agency,Germany
CUST00700,Anh Bảo Phạm,Travel Agency,Vietnam
CUST00701,Quý cô Thành Bùi,VIP,Vietnam
CUST00702,Minh Trần,Travel Agency,Vietnam
CUST00703,Susan de Lebon,Individual,France
CUST00704,Cô Vi Nguyễn,Individual,Vietnam
CUST00705,Kim Bảo Vũ,VIP,Vietnam
CUST00706,Minh Lê,Travel Agency,Vietnam
CUST00707,Stephanie Ballard,Individual,USA
CUST00708,Linh Lê,VIP,Vietnam
CUST00709,加藤 結衣,Corporate,Japan
CUST00710,Quang Quang Trần,Travel Agency,Vietnam
CUST00711,Phúc Bùi,Corporate,Vietnam
CUST00712,Charlene Watts,Travel Agency,UK
CUST00713,Ricky Kelly,VIP,UK
CUST00714,Minh Mai Bảo Nguyễn,Corporate,Vietnam
CUST00715,Hồng Dương,Travel Agency,Vietnam
CUST00716,Huy Đức Phạm,Corporate,Vietnam
CUST00717,Khoa Mai Bảo Lê,Individual,Vietnam
CUST00718,Dũng Trí Đặng,Individual,Vietnam
CUST00719,Chi Dương,Corporate,Vietnam
CUST00720,김경수,Travel Agency,Korea
CUST00721,Trung Bùi,VIP,Vietnam
CUST00722,Cécile Lemaître,Travel Agency,France
CUST00723,Vân Bùi,Corporate,Vietnam
CUST00724,Auguste Le Prévost,Corporate,France
CUST00725,Hạnh Mai Trần,Travel Agency,Vietnam
CUST00726,Bác Hoàng Hoàng,Individual,Vietnam
CUST00727,Quý cô Yến Hoàng,Travel Agency,Vietnam
CUST00728,徐柳,VIP,China
CUST00729,Phúc Bùi,Travel Agency,Vietnam
CUST00730,Tom Curtis,Travel Agency,UK
CUST00731,윤예준,Corporate,Korea
CUST00732,Quý cô Lâm Dương,Corporate,Vietnam
CUST00733,Bác Quang Vũ,Individual,Vietnam
CUST00734,Anh Hoàng Bùi,Corporate,Vietnam
CUST00735,Lâm Dương,Individual,Vietnam
CUST00736,Cläre Franke,VIP,Germany
CUST00737,Brenda Herrera,Individual,Australia
CUST00738,Amanda Lewis,VIP,Australia
CUST00739,Ông Vũ Mai,Corporate,Vietnam
CUST00740,Quý cô Xuân Nguyễn,VIP,Vietnam
CUST00741,Aurore Baron,Individual,France
CUST00742,Bà Hạnh Trần,VIP,Vietnam
CUST00743,Jodi Robinson,Individual,USA
CUST00744,Phương Mai,Corporate,Vietnam
CUST00745,Dũng Đức Phạm,Travel Agency,Vietnam
CUST00746,Anh Huy Lê,VIP,Vietnam
CUST00747,Hortense de Da Costa,Travel Agency,France
CUST00748,陈玲,Individual,China
CUST00749,Trung Trí Trần,Corporate,Vietnam
CUST00750,Linh Nguyễn,Travel Agency,Vietnam
CUST00751,Deanna Manning,VIP,Australia
CUST00752,Stephen Ellis,VIP,USA
CUST00753,Bà Mai Hoàng,Individual,Vietnam
CUST00754,Bà Lan Lê,Travel Agency,Vietnam
CUST00755,Detlev Rust,Individual,Germany
CUST00756,Vân Bùi,VIP,Vietnam
CUST00757,李博,Individual,China
CUST00758,Chị Lâm Trần,Travel Agency,Vietnam
CUST00759,Trọng Thị Vũ,Individual,Vietnam
CUST00760,Vân Đặng,Individual,Vietnam
CUST00761,Chị Hạnh Bùi,VIP,Vietnam
CUST00762,Nam Trần,Travel Agency,Vietnam
CUST00763,Ông Vũ Vũ,Corporate,Vietnam
CUST00764,Nam Bùi,VIP,Vietnam
CUST00765,Hạnh Mai Bảo Bùi,Corporate,Vietnam
CUST00766,Quý ông Hoàng Phạm,Corporate,Vietnam
CUST00767,Quang Mai Mai,Travel Agency,Vietnam
CUST00768,Nam Hữu Trần,Corporate,Vietnam
CUST00769,Dương Dương,Corporate,Vietnam
CUST00770,Dương Vũ,VIP,Vietnam
CUST00771,Laura Miller,Individual,USA
CUST00772,Lâm Mai Bảo Bùi,Individual,Vietnam
CUST00773,이순자,Travel Agency,Korea
CUST00774,吉田 幹,Travel Agency,Japan
CUST00775,An Trần,Corporate,Vietnam
CUST00776,Tùng Hoàng Lê,Corporate,Vietnam
CUST00777,Theresa Fernandez,Travel Agency,Australia
CUST00778,Bác Quang Bùi,Individual,Vietnam
CUST00779,Jennifer Leach,Corporate,USA
CUST00780,Hạnh Bảo Hoàng,Travel Agency,Vietnam
CUST00781,Cô Hà Đặng,Travel Agency,Vietnam
CUST00782,Quý ông Trung Lê,Travel Agency,Vietnam
CUST00783,鈴木 七夏,Individual,Japan
CUST00784,Denis Turner-Kent,Travel Agency,UK
CUST00785,Kim Lê,Corporate,Vietnam
CUST00786,Bà Thảo Đặng,Travel Agency,Vietnam
CUST00787,Cynthia Stanton,Travel Agency,USA
CUST00788,Nhiên Trần,Travel Agency,Vietnam
CUST00789,Ngọc Đặng,VIP,Vietnam
CUST00790,Nhật Thế Lê,VIP,Vietnam
CUST00791,Quý ông Huy Dương,Individual,Vietnam
CUST00792,Nhật Mai,Corporate,Vietnam
CUST00793,An Quang Bùi,Individual,Vietnam
CUST00794,Bảo Nguyễn,Travel Agency,Vietnam
CUST00795,Bà Phương Dương,VIP,Vietnam
CUST00796,Phương Đặng,Individual,Vietnam
CUST00797,Huy Hoàng Trần,Corporate,Vietnam
CUST00798,Duyên Mai,Travel Agency,Vietnam
CUST00799,Cô Mai Mai,Corporate,Vietnam
CUST00800,Ông Hoàng Đặng,VIP,Vietnam
CUST00801,송경자,Corporate,Korea
CUST00802,Khoa Dương,Corporate,Vietnam
CUST00803,Chi Đặng,Corporate,Vietnam
CUST00804,Bảo Đặng,Travel Agency,Vietnam
CUST00805,Anh Anh Trần,Corporate,Vietnam
CUST00806,서아름,Corporate,Korea
CUST00807,Robert Mcknight,Travel Agency,USA
CUST00808,Trọng Bảo Vũ,Travel Agency,Vietnam
CUST00809,Cô Yến Dương,Travel Agency,Vietnam
CUST00810,Trung Dương,VIP,Vietnam
CUST00811,Hưng Mai Mai,VIP,Vietnam
CUST00812,Bà Yến Nguyễn,Individual,Vietnam
CUST00813,Bác Hoàng Lê,Corporate,Vietnam
CUST00814,Tú Đức Lê,Corporate,Vietnam
CUST00815,徐秀云,Individual,China
CUST00816,Trung Quang Dương,Corporate,Vietnam
CUST00817,Phương Mai Bảo Phạm,VIP,Vietnam
CUST00818,Lâm Hoàng,Travel Agency,Vietnam
CUST00819,Quý cô Ánh Nguyễn,Travel Agency,Vietnam
CUST00820,Anh Mai Bảo Vũ,VIP,Vietnam
CUST00821,Tùng Bảo Dương,VIP,Vietnam
CUST00822,Isabell Klemm,Individual,Germany
CUST00823,Timothy Osborne,Travel Agency,USA
CUST00824,Chị Khoa Dương,Individual,Vietnam
CUST00825,Ông Vũ Đặng,VIP,Vietnam
CUST00826,Thành Hải Phạm,Individual,Vietnam
CUST00827,王龙,Corporate,China
CUST00828,Xuân Dương,Individual,Vietnam
CUST00829,Bác Dũng Trần,Individual,Vietnam
CUST00830,Xuân Vũ,Individual,Vietnam
CUST00831,Karen Bradshaw,VIP,USA
CUST00832,李丽,VIP,China
CUST00833,Crystal Smith,Individual,USA
CUST00834,Hưng Trí Vũ,VIP,Vietnam
CUST00835,Cô Lan Nguyễn,VIP,Vietnam
CUST00836,Vân Trần,VIP,Vietnam
CUST00837,Yến Lê,Travel Agency,Vietnam
CUST00838,Hans-Karl Lachmann,Corporate,Germany
CUST00839,Bà Xuân Nguyễn,Corporate,Vietnam
CUST00840,Bảo Đặng,Individual,Vietnam
CUST00841,Khoa Hoàng Vũ,Individual,Vietnam
CUST00842,Hà Mai,Travel Agency,Vietnam
CUST00843,Ing. Phillip Sorgatz MBA.,Individual,Germany
CUST00844,Clifford Williams,VIP,UK
CUST00845,Cô Phương Dương,Individual,Vietnam
CUST00846,Travis Zuniga,Travel Agency,Australia
CUST00847,Hạnh Nguyễn,Corporate,Vietnam
CUST00848,Quý cô Lâm Mai,VIP,Vietnam
CUST00849,Kim Mai,Individual,Vietnam
CUST00850,Anh Vũ Bùi,Individual,Vietnam
CUST00851,Karen Burnett,Travel Agency,Australia
CUST00852,Frederik Adler,Corporate,Germany
CUST00853,Ngọc Lê,Individual,Vietnam
CUST00854,Quý cô Bảo Nguyễn,Travel Agency,Vietnam
CUST00855,山崎 あすか,Corporate,Japan
CUST00856,Spencer Holder,Corporate,USA
CUST00857,松本 太郎,Individual,Japan
CUST00858,Tristan Jourdan,Travel Agency,France
CUST00859,Timothy Gardner,Travel Agency,UK
CUST00860,Quang Trí Hoàng,Travel Agency,Vietnam
CUST00861,Dũng Xuân Vũ,Travel Agency,Vietnam
CUST00862,Bác Phúc Lê,Individual,Vietnam
CUST00863,Mr Anthony Jones,Travel Agency,UK
CUST00864,Bác Nhiên Mai,Individual,Vietnam
CUST00865,안예준,Individual,Korea
CUST00866,Hưng Đặng,Corporate,Vietnam
CUST00867,詹欣,VIP,China
CUST00868,김은서,Corporate,Korea
CUST00869,Bác Vũ Lê,VIP,Vietnam
CUST00870,Khoa Hải Nguyễn,Corporate,Vietnam
CUST00871,Bác Tùng Trần,Travel Agency,Vietnam
CUST00872,Chị Yến Phạm,Travel Agency,Vietnam
CUST00873,森 香織,Individual,Japan
CUST00874,Anh Quang Trần,Corporate,Vietnam
CUST00875,Dương Dương,Individual,Vietnam
CUST00876,Trọng Mai,Corporate,Vietnam
CUST00877,Quý ông Quang Bùi,VIP,Vietnam
CUST00878,민정순,Individual,Korea
CUST00879,Xuân Vũ,Individual,Vietnam
CUST00880,Thảo Dương,Travel Agency,Vietnam
CUST00881,Quang Hải Trần,Corporate,Vietnam
CUST00882,Dũng Đức Trần,Corporate,Vietnam
CUST00883,Nathalie Maillet,Individual,France
CUST00884,Nelly Jessel,Individual,Germany
CUST00885,Chi Dương,Corporate,Vietnam
CUST00886,Dipl.-Ing. Arnim Hecker B.Eng.,Travel Agency,Germany
CUST00887,Todd Sampson,Travel Agency,USA
CUST00888,Anh Phúc Dương,Individual,Vietnam
CUST00889,Cô Nhật Phạm,Travel Agency,Vietnam
CUST00890,Phương Bùi,Corporate,Vietnam
CUST00891,许兰英,Corporate,China
CUST00892,Huy Đức Phạm,VIP,Vietnam
CUST00893,Thành Bùi,Individual,Vietnam
CUST00894,聂秀英,Individual,China
CUST00895,Quang Lê,Corporate,Vietnam
CUST00896,Dana Barnett,Travel Agency,Australia
CUST00897,Xuân Nguyễn,Individual,Vietnam
CUST00898,Quang Lê,Travel Agency,Vietnam
CUST00899,Bà Mai Trần,Corporate,Vietnam
CUST00900,Quý cô Hà Nguyễn,Individual,Vietnam
CUST00901,Carl Jacobson,Individual,Australia
CUST00902,Käthi Sager,Travel Agency,Germany
CUST00903,김민준,Individual,Korea
CUST00904,Khoa Nguyễn,Individual,Vietnam
CUST00905,Bernard Georges,VIP,France
CUST00906,Nam Mai,Individual,Vietnam
CUST00907,Cô Vi Hoàng,Corporate,Vietnam
CUST00908,Trung Hoàng,VIP,Vietnam
CUST00909,Hà Đức Trần,Individual,Vietnam
CUST00910,梁萍,Travel Agency,China
CUST00911,Bảo Phạm,VIP,Vietnam
CUST00912,加藤 晃,VIP,Japan
CUST00913,Ông Châu Lê,Individual,Vietnam
CUST00914,Hà Phú Vũ,Individual,Vietnam
CUST00915,Cô Ngọc Dương,Corporate,Vietnam
CUST00916,Chi Mai,Corporate,Vietnam
CUST00917,Thành Phú Phạm,Individual,Vietnam
CUST00918,Constance Mühle,Travel Agency,Germany
CUST00919,Kim Đức Vũ,Travel Agency,Vietnam
CUST00920,Kim Phạm,Corporate,Vietnam
CUST00921,Bà Hạnh Bùi,Individual,Vietnam
CUST00922,Ruth Anderson,Corporate,UK
CUST00923,冯坤,Travel Agency,China
CUST00924,Cô Hải Bùi,VIP,Vietnam
CUST00925,Ông Châu Trần,VIP,Vietnam
CUST00926,Chị Khoa Dương,VIP,Vietnam
CUST00927,Phương Hải Đặng,Travel Agency,Vietnam
CUST00928,Yến Vũ,Travel Agency,Vietnam
CUST00929,고준호,Corporate,Korea
CUST00930,Dũng Thị Hoàng,Travel Agency,Vietnam
CUST00931,Mr Ricky Chapman,Corporate,UK
CUST00932,Bác Tú Hoàng,Individual,Vietnam
CUST00933,清水 洋介,Corporate,Japan
CUST00934,Chi Nguyễn,VIP,Vietnam
CUST00935,Ashley Henderson,Individual,Australia
CUST00936,刘阳,Travel Agency,China
CUST00937,Bảo Văn Vũ,Individual,Vietnam
CUST00938,Bác Huy Đặng,Individual,Vietnam
CUST00939,James Hamilton,Travel Agency,USA
CUST00940,Khoa Quang Vũ,Corporate,Vietnam
CUST00941,Quý cô An Lê,Travel Agency,Vietnam
CUST00942,Bà Duyên Nguyễn,VIP,Vietnam
CUST00943,Dũng Phú Dương,VIP,Vietnam
CUST00944,Huy Phú Mai,Travel Agency,Vietnam
CUST00945,James Smith,Individual,Australia
CUST00946,Amanda Long,Corporate,Australia
CUST00947,Hưng Đức Trần,Individual,Vietnam
CUST00948,Hoàng Vũ,Corporate,Vietnam
CUST00949,Duyên Hoàng,Individual,Vietnam
CUST00950,Tyler Davis,VIP,Australia
CUST00951,Hải Quang Lê,VIP,Vietnam
CUST00952,Kathleen Scott,VIP,UK
CUST00953,Chị Thảo Vũ,Travel Agency,Vietnam
CUST00954,Trọng Hoàng Mai,Travel Agency,Vietnam
CUST00955,Nhật Bùi,Individual,Vietnam
CUST00956,Laura Perkins,Corporate,UK
CUST00957,Khoa Thế Bùi,Travel Agency,Vietnam
CUST00958,Nhật Trần,VIP,Vietnam
CUST00959,Hạnh Quang Nguyễn,Travel Agency,Vietnam
CUST00960,Quý cô Bảo Bùi,Travel Agency,Vietnam
CUST00961,Nhật Hoàng,Corporate,Vietnam
CUST00962,Bác Anh Lê,Corporate,Vietnam
CUST00963,Mr. Anthony Lambert,Corporate,USA
CUST00964,Duyên Hoàng,Corporate,Vietnam
CUST00965,Châu Phú Đặng,Individual,Vietnam
CUST00966,Anh Trung Trần,Corporate,Vietnam
CUST00967,Hồng Mai,Travel Agency,Vietnam
CUST00968,Edwin Martin,Travel Agency,USA
CUST00969,Chị Ngọc Trần,VIP,Vietnam
CUST00970,Cô Hương Bùi,Corporate,Vietnam
CUST00971,Joyce Gill,Travel Agency,UK
CUST00972,Ánh Dương,Corporate,Vietnam
CUST00973,Nam Xuân Nguyễn,Individual,Vietnam
CUST00974,梁帆,Corporate,China
CUST00975,Ing. Jelena Dussen van B.A.,Corporate,Germany
CUST00976,Bác Trọng Mai,Travel Agency,Vietnam
CUST00977,Chị Linh Trần,Corporate,Vietnam
CUST00978,Ông Thành Hoàng,Corporate,Vietnam
CUST00979,Vi Dương,Individual,Vietnam
CUST00980,Phúc Lê,Travel Agency,Vietnam
CUST00981,Chị Hải Trần,Individual,Vietnam
CUST00982,John Wilson,VIP,Australia
CUST00983,Khoa Thị Phạm,Corporate,Vietnam
CUST00984,Chị Khoa Trần,Individual,Vietnam
CUST00985,Vi Vũ,Individual,Vietnam
CUST00986,Trọng Mai Bảo Đặng,Individual,Vietnam
CUST00987,Bà Yến Mai,Individual,Vietnam
CUST00988,Cô Lan Đặng,Individual,Vietnam
CUST00989,Anh Thế Phạm,Corporate,Vietnam
CUST00990,Dr Megan Stephens,VIP,UK
CUST00991,Quý cô Nhật Hoàng,Travel Agency,Vietnam
CUST00992,李欣,VIP,China
CUST00993,Hải Nguyễn,Individual,Vietnam
CUST00994,Ryan Gray,Individual,USA
CUST00995,Dũng Mai Bảo Nguyễn,Individual,Vietnam
CUST00996,Phương Trần,Corporate,Vietnam
CUST00997,林 知実,Travel Agency,Japan
CUST00998,Martin de la Hamon,Individual,France
CUST00999,Anh Bảo Nguyễn,Corporate,Vietnam
CUST01000,Ông Tùng Dương,Individual,Vietnam
CUST01001,Tú Mai,VIP,Vietnam
CUST01002,Christine Murray,Corporate,Australia
CUST01003,Tú Đức Hoàng,Individual,Vietnam
CUST01004,Quang Bùi,Individual,Vietnam
CUST01005,Christina Garrett,Corporate,USA
CUST01006,Nam Trí Vũ,Corporate,Vietnam
CUST01007,Hải Tấn Vũ,VIP,Vietnam
CUST01008,Michelle Barker,VIP,Australia
CUST01009,村上 くみ子,VIP,Japan
CUST01010,Vân Bùi,Individual,Vietnam
CUST01011,Châu Tấn Nguyễn,Individual,Vietnam
CUST01012,Quý cô An Đặng,VIP,Vietnam
CUST01013,김지혜,Travel Agency,Korea
CUST01014,Chị An Dương,VIP,Vietnam
CUST01015,Craig Morris-Baker,VIP,UK
CUST01016,Nhật Mai Phạm,Individual,Vietnam
CUST01017,Châu Phú Trần,Corporate,Vietnam
CUST01018,Phúc Hoàng,Corporate,Vietnam
CUST01019,Chị Ánh Bùi,Corporate,Vietnam
CUST01020,Tú Mai,Individual,Vietnam
CUST01021,Robert Chen,Travel Agency,USA
CUST01022,Nhiên Bảo Dương,Travel Agency,Vietnam
CUST01023,Norma Kensy-Mude,Individual,Germany
CUST01024,陈超,Travel Agency,China
CUST01025,小林 陽一,VIP,Japan
CUST01026,Chị Kim Nguyễn,VIP,Vietnam
CUST01027,Hưng Nguyễn,Travel Agency,Vietnam
CUST01028,An Hoàng,VIP,Vietnam
CUST01029,Timothée-Georges Da Silva,VIP,France
CUST01030,Quý cô Lâm Lê,VIP,Vietnam
CUST01031,Gerald Matthews,VIP,UK
CUST01032,Hector Avery MD,Individual,USA
CUST01033,高橋 淳,VIP,Japan
CUST01034,Yves Launay,Travel Agency,France
CUST01035,Minh Nguyễn,Individual,Vietnam
CUST01036,Christophe de la Hoarau,Travel Agency,France
CUST01037,Elsbeth Bruder,Travel Agency,Germany
CUST01038,Yến Trần,Travel Agency,Vietnam
CUST01039,Nhật Nguyễn,VIP,Vietnam
CUST01040,Bác Nam Mai,Travel Agency,Vietnam
CUST01041,Khoa Bùi,Travel Agency,Vietnam
CUST01042,Jacqueline Young,VIP,USA
CUST01043,Bảo Mai Bảo Trần,Corporate,Vietnam
CUST01044,Guy Booth,VIP,UK
CUST01045,Anh Quang Lê,Travel Agency,Vietnam
CUST01046,Bà Phương Phạm,Individual,Vietnam
CUST01047,Quý cô Vi Hoàng,Individual,Vietnam
CUST01048,Kim Đức Nguyễn,Individual,Vietnam
CUST01049,Dũng Bảo Mai,Individual,Vietnam
CUST01050,Phúc Thế Mai,Individual,Vietnam
CUST01051,Hưng Hoàng,Travel Agency,Vietnam
CUST01052,Quý ông Dũng Trần,Travel Agency,Vietnam
CUST01053,Kim Carpenter,Individual,UK
CUST01054,Bà Duyên Hoàng,Corporate,Vietnam
CUST01055,Quý cô Thảo Mai,Individual,Vietnam
